freekick_id,match_id,time,team_taking,freekick_type,location_x,location_y,delivery_target,outcome,is_shot,is_clearance,is_goal,winning_duel_id,contact_location_x,contact_location_y
1731,174,77.76,Avaí FC,layoff,69.92,44.54,penalty spot,clearance,False,True,False,253475.0,23.59,17.66
1741,175,55.82,Cuiabá,cross,93.12,45.84,penalty spot,clearance,False,True,False,237238.0,40.68,43.21
1742,175,89.72,Associação Chapecoense de Futebol,layoff,72.08,14.87,edge box,clearance,False,True,False,230225.0,88.61,19.47
1743,175,34.52,Associação Chapecoense de Futebol,layoff,0.39,36.0,penalty spot,shot,True,False,False,225995.0,18.86,27.35
1744,175,61.76,Cuiabá,layoff,59.49,33.82,edge box,second ball,False,False,False,237238.0,79.37,49.89
1745,175,40.91,Associação Chapecoense de Futebol,cross,88.75,5.04,penalty spot,second ball,False,False,False,182212.0,5.6,15.57
1751,176,76.19,FC Augsburg,cross,1.42,46.27,edge box,shot,True,False,False,221885.0,17.74,12.24
1752,176,10.02,U.S. Sassuolo Calcio,cross,62.23,40.67,near post,second ball,False,False,False,246950.0,62.3,25.53
1753,176,35.95,U.S. Sassuolo Calcio,direct,10.54,34.36,far post,goal,True,False,True,206511.0,82.84,35.16
1754,176,63.59,U.S. Sassuolo Calcio,cross,56.22,32.3,penalty spot,shot,True,False,False,267867.0,52.39,3.19
1755,176,22.26,FC Augsburg,direct,97.33,20.93,far post,shot,True,False,False,241614.0,79.57,14.05
1761,177,54.33,Newcastle United,cross,46.42,24.16,edge box,clearance,False,True,False,226710.0,58.95,22.77
1762,177,25.71,Newcastle United,indirect,75.57,6.16,near post,second ball,False,False,False,211738.0,86.21,2.88
1771,178,42.63,VfB Stuttgart,direct,40.0,26.39,edge box,shot,True,False,False,229444.0,44.15,41.93
1772,178,74.89,Norwich City,direct,19.51,24.83,edge box,shot,True,False,False,230817.0,20.91,7.6
1773,178,79.65,VfB Stuttgart,indirect,2.77,48.99,near post,shot,True,False,False,235135.0,63.1,40.16
1774,178,77.38,Norwich City,layoff,97.63,40.44,far post,second ball,False,False,False,219852.0,32.48,33.0
1775,178,26.15,Norwich City,indirect,92.68,45.85,penalty spot,goal,True,False,True,260144.0,68.86,17.52
1781,179,11.26,Empoli,cross,40.8,28.53,penalty spot,second ball,False,False,False,230216.0,77.8,19.41
1782,179,19.85,VfB Stuttgart,cross,80.63,4.99,penalty spot,shot,True,False,False,231969.0,44.72,5.07
1783,179,85.44,VfB Stuttgart,layoff,47.05,2.04,far post,second ball,False,False,False,204215.0,66.71,38.7
1791,180,56.71,RB Leipzig,indirect,43.26,2.91,edge box,shot,True,False,False,234017.0,19.34,29.78
1792,180,13.72,Udinese,layoff,86.78,47.39,near post,second ball,False,False,False,202793.0,5.51,42.15
1793,180,44.53,Udinese,cross,56.93,7.57,penalty spot,second ball,False,False,False,260927.0,64.14,25.86
1801,181,59.23,Bahia,indirect,96.5,43.22,edge box,second ball,False,False,False,267460.0,23.75,12.41
1802,181,10.86,Sassuolo,layoff,68.57,30.78,edge box,goal,True,False,True,264337.0,30.86,0.71
1803,181,25.99,Bahia,indirect,13.12,26.21,far post,goal,True,False,True,251809.0,28.35,36.85
1811,182,31.47,Ceará Sporting Club,cross,98.2,46.33,far post,clearance,False,True,False,252371.0,70.09,13.58
1821,183,5.68,Associação Chapecoense de Futebol,indirect,85.0,6.49,edge box,second ball,False,False,False,238516.0,12.07,19.18
1822,183,34.45,Associação Chapecoense de Futebol,indirect,63.59,46.65,near post,shot,True,False,False,254807.0,42.14,27.15
1831,184,63.13,1. FC Union Berlin,direct,9.81,42.06,far post,shot,True,False,False,228336.0,47.32,16.85
1832,184,39.47,1. FC Union Berlin,cross,25.09,30.91,near post,no outcome,False,False,False,190761.0,79.51,5.22
1833,184,66.46,1. FC Union Berlin,direct,61.96,37.29,edge box,second ball,False,False,False,266368.0,38.3,4.72
1834,184,8.84,1. FC Union Berlin,cross,18.93,27.81,edge box,second ball,False,False,False,224263.0,33.25,3.59
1841,185,62.2,LASK Linz,layoff,17.25,14.28,edge box,second ball,False,False,False,223909.0,92.07,7.48
1842,185,53.3,Werder Bremen,indirect,42.22,39.85,penalty spot,clearance,False,True,False,270982.0,21.99,40.83
1843,185,41.87,LASK Linz,indirect,18.08,44.56,edge box,clearance,False,True,False,207790.0,4.75,5.93
1851,186,85.22,Bayer 04 Leverkusen,cross,71.0,21.24,penalty spot,clearance,False,True,False,206594.0,62.94,45.42
1852,186,38.01,Bayer 04 Leverkusen,layoff,60.72,25.52,far post,shot,True,False,False,262627.0,55.39,25.89
1853,186,88.19,Shakhtar Donetsk,indirect,88.41,42.12,edge box,clearance,False,True,False,230398.0,18.49,23.8
1854,186,40.85,Bayer 04 Leverkusen,cross,84.84,42.28,near post,second ball,False,False,False,230672.0,10.76,15.0
1861,187,38.54,Rheindorf Altach,direct,96.29,23.5,near post,second ball,False,False,False,237329.0,51.15,7.86
1862,187,64.69,RB Leipzig,direct,98.87,15.46,near post,second ball,False,False,False,184392.0,45.43,37.15
1863,187,87.03,Rheindorf Altach,cross,88.58,49.24,far post,clearance,False,True,False,261991.0,21.88,24.11
1864,187,50.3,Rheindorf Altach,layoff,95.88,15.75,near post,second ball,False,False,False,252964.0,48.61,1.75
1865,187,66.91,Rheindorf Altach,layoff,49.47,35.84,near post,second ball,False,False,False,193277.0,15.58,20.11
1871,188,64.79,SC Rheindorf Altach,layoff,6.92,46.44,far post,clearance,False,True,False,251517.0,94.86,14.48
1872,188,13.17,1. FC Köln,indirect,77.72,25.85,edge box,clearance,False,True,False,269875.0,63.49,19.75
1881,189,62.37,Grêmio,indirect,75.93,10.59,far post,no outcome,False,False,False,222501.0,82.24,1.3
1882,189,26.38,SK Sturm Graz,indirect,11.08,6.1,penalty spot,clearance,False,True,False,268536.0,78.81,16.77
1883,189,14.11,Grêmio,layoff,57.91,15.42,far post,shot,True,False,False,234711.0,72.8,5.18
1891,190,18.65,Eintracht Frankfurt,cross,76.53,13.83,penalty spot,goal,True,False,True,237335.0,25.81,35.99
1892,190,53.88,Eintracht Frankfurt,layoff,81.41,20.61,near post,clearance,False,True,False,251401.0,22.35,37.64
1893,190,75.0,Eintracht Frankfurt,direct,8.66,13.38,edge box,shot,True,False,False,242815.0,27.93,13.17
1894,190,49.37,Eintracht Frankfurt,indirect,96.41,2.36,penalty spot,shot,True,False,False,238379.0,68.96,46.15
1901,191,28.05,Cagliari,direct,81.88,45.97,edge box,clearance,False,True,False,230231.0,5.14,16.33
1911,192,20.11,Napoli,cross,25.22,25.77,penalty spot,goal,True,False,True,222404.0,37.89,10.26
1912,192,62.19,Napoli,layoff,98.57,39.01,near post,goal,True,False,True,259586.0,40.04,29.76
1921,193,69.24,Associação Chapecoense de Futebol,indirect,51.63,28.38,near post,clearance,False,True,False,247122.0,6.79,46.39
1922,193,46.36,Associação Chapecoense de Futebol,cross,18.97,4.07,penalty spot,shot,True,False,False,234007.0,67.03,47.8
1923,193,13.01,Tottenham Hotspur,direct,45.32,46.92,penalty spot,second ball,False,False,False,215443.0,48.11,11.31
1931,194,24.75,Brescia,direct,60.89,14.66,near post,goal,True,False,True,234642.0,65.15,15.24
1932,194,30.46,Brescia,cross,15.47,12.03,edge box,no outcome,False,False,False,238072.0,44.55,41.0
1941,195,60.69,Hartberg,cross,55.78,7.87,near post,shot,True,False,False,229584.0,57.13,6.97
1942,195,73.85,Hartberg,indirect,78.66,38.28,edge box,second ball,False,False,False,202793.0,39.27,26.42
1943,195,42.99,Salzburg,layoff,94.39,10.85,edge box,second ball,False,False,False,260247.0,30.16,1.33
1944,195,62.37,Salzburg,layoff,98.83,18.67,near post,clearance,False,True,False,224425.0,13.99,26.02
1951,196,22.56,Leeds United,cross,46.25,25.87,edge box,goal,True,False,True,243588.0,73.6,46.77
1952,196,34.49,Leeds United,direct,26.0,23.93,far post,shot,True,False,False,241925.0,60.99,4.29
1953,196,69.33,Leeds United,indirect,36.42,2.06,penalty spot,goal,True,False,True,258139.0,33.04,20.62
1954,196,38.53,Leeds United,direct,34.83,1.25,edge box,shot,True,False,False,198717.0,15.58,22.41
1961,197,21.5,Parma,indirect,44.73,0.85,near post,goal,True,False,True,225309.0,26.99,40.24
1971,198,16.06,Chapecoense,direct,19.26,37.68,far post,shot,True,False,False,262931.0,14.59,33.3
1972,198,10.04,Santos,indirect,44.88,27.01,near post,second ball,False,False,False,245253.0,51.92,32.73
1973,198,58.67,Chapecoense,indirect,69.26,14.11,far post,second ball,False,False,False,254541.0,46.17,43.43
1974,198,6.04,Chapecoense,cross,66.32,38.59,edge box,second ball,False,False,False,202316.0,66.01,28.67
1981,199,17.78,Cremonese,layoff,66.99,26.07,edge box,shot,True,False,False,251314.0,82.59,15.23
1982,199,30.39,Borussia Mönchengladbach,direct,47.31,10.58,far post,clearance,False,True,False,201049.0,13.47,30.25
1983,199,62.14,Borussia Mönchengladbach,layoff,87.93,21.91,edge box,shot,True,False,False,198706.0,54.3,19.92
1991,200,37.78,Torino F.C.,direct,39.89,44.78,penalty spot,second ball,False,False,False,239494.0,71.04,49.56
1992,200,86.77,CSA,indirect,56.93,31.48,penalty spot,second ball,False,False,False,256345.0,68.69,27.05
1993,200,86.54,Torino F.C.,layoff,53.62,9.82,near post,clearance,False,True,False,169705.0,47.04,15.78
2001,201,75.48,U.S. Sassuolo Calcio,layoff,73.09,33.37,penalty spot,clearance,False,True,False,269152.0,95.25,32.88
2002,201,88.22,Atlético Mineiro,cross,80.54,22.36,penalty spot,shot,True,False,False,229348.0,50.51,43.35
2011,202,73.46,Palmeiras,cross,41.05,9.33,edge box,goal,True,False,True,230211.0,15.04,10.75
2012,202,76.53,Austria Wien,cross,12.4,43.12,penalty spot,clearance,False,True,False,192985.0,28.6,9.57
2013,202,43.78,Austria Wien,direct,22.57,47.16,far post,clearance,False,True,False,230349.0,88.46,21.98
2014,202,78.01,Austria Wien,indirect,52.05,20.73,far post,shot,True,False,False,225974.0,1.63,46.86
2021,203,28.41,Werder Bremen,layoff,34.55,10.22,near post,goal,True,False,True,265761.0,66.51,16.38
2022,203,52.29,Werder Bremen,cross,16.12,29.01,near post,no outcome,False,False,False,236196.0,55.56,44.39
2023,203,76.88,Crotone,direct,65.23,44.53,near post,clearance,False,True,False,241410.0,92.42,33.75
2031,204,16.99,1. FSV Mainz 05,cross,28.89,6.06,edge box,shot,True,False,False,230213.0,38.79,39.09
2032,204,77.8,1. FSV Mainz 05,layoff,24.49,40.78,far post,shot,True,False,False,230498.0,11.43,3.64
2033,204,17.67,FC Augsburg,layoff,29.66,13.67,near post,clearance,False,True,False,230489.0,12.44,15.42
2034,204,51.12,FC Augsburg,layoff,44.33,34.49,edge box,clearance,False,True,False,240863.0,36.37,23.71
2035,204,84.57,FC Augsburg,direct,21.51,8.77,edge box,shot,True,False,False,256542.0,48.22,25.83
2041,205,9.79,Roma,cross,53.28,24.75,edge box,clearance,False,True,False,230401.0,37.44,14.32
2042,205,40.87,RB Leipzig,indirect,44.06,1.32,penalty spot,second ball,False,False,False,162297.0,24.65,29.28
2043,205,18.05,Roma,cross,46.03,20.96,far post,shot,True,False,False,247122.0,3.49,8.84
2051,206,68.83,Flamengo,layoff,82.75,37.5,far post,clearance,False,True,False,252254.0,75.49,22.3
2052,206,76.19,Wattens,cross,96.46,25.81,near post,clearance,False,True,False,230219.0,78.54,33.58
2053,206,46.74,Flamengo,indirect,83.62,33.38,penalty spot,second ball,False,False,False,245097.0,6.44,18.58
2054,206,44.7,Flamengo,cross,56.72,44.89,near post,shot,True,False,False,241096.0,88.63,42.52
2055,206,59.65,Flamengo,cross,30.12,32.25,penalty spot,shot,True,False,False,198039.0,12.51,14.8
2061,207,73.58,Corinthians,direct,1.45,19.9,near post,clearance,False,True,False,267476.0,82.78,13.86
2062,207,27.11,SC Rheindorf Altach,cross,81.39,18.56,near post,clearance,False,True,False,252573.0,68.62,9.53
2063,207,87.3,SC Rheindorf Altach,layoff,50.54,31.21,near post,no outcome,False,False,False,212100.0,25.72,1.1
2064,207,64.01,Corinthians,direct,96.71,5.77,far post,second ball,False,False,False,41236.0,62.65,32.31
2071,208,40.83,Milan,cross,37.07,18.35,far post,clearance,False,True,False,241925.0,46.76,10.3
2072,208,4.01,Wolverhampton Wanderers,cross,39.97,33.2,penalty spot,clearance,False,True,False,230479.0,46.73,19.01
2073,208,77.13,Wolverhampton Wanderers,direct,76.31,8.92,penalty spot,goal,True,False,True,259403.0,18.68,15.31
2074,208,88.81,Wolverhampton Wanderers,layoff,59.72,17.87,near post,shot,True,False,False,248830.0,91.15,37.47
2081,209,49.67,Ceará,direct,25.83,22.12,penalty spot,second ball,False,False,False,230461.0,86.51,29.23
2082,209,11.75,Ceará,direct,36.65,6.25,penalty spot,second ball,False,False,False,188988.0,11.3,1.38
2091,210,48.26,Manchester City,indirect,88.22,37.43,near post,second ball,False,False,False,259331.0,6.48,17.88
2092,210,75.93,SC Paderborn 07,indirect,61.15,24.13,far post,clearance,False,True,False,199339.0,7.01,10.06
2093,210,33.42,Manchester City,cross,91.32,39.55,far post,clearance,False,True,False,265801.0,99.13,11.83
2094,210,75.56,Manchester City,indirect,51.98,18.22,far post,shot,True,False,False,208421.0,6.08,8.43
2095,210,3.46,SC Paderborn 07,indirect,69.16,0.15,near post,no outcome,False,False,False,230198.0,6.18,0.52
2101,211,24.69,1. FC Union Berlin,indirect,57.13,38.76,near post,no outcome,False,False,False,180216.0,5.61,2.42
2111,212,79.04,SpVgg Greuther Fürth,cross,25.95,39.15,far post,second ball,False,False,False,192071.0,73.43,22.97
2112,212,52.1,Juventude,layoff,57.93,22.31,penalty spot,second ball,False,False,False,230215.0,80.57,29.32
2113,212,81.56,Juventude,layoff,52.49,38.05,far post,shot,True,False,False,199652.0,1.26,23.0
2114,212,73.91,SpVgg Greuther Fürth,direct,8.79,48.43,penalty spot,clearance,False,True,False,266459.0,13.49,48.54
2121,213,13.6,Watford,cross,74.47,5.33,near post,clearance,False,True,False,256051.0,91.77,18.16
2122,213,3.97,Werder Bremen,indirect,21.52,2.22,near post,no outcome,False,False,False,231512.0,72.01,19.65
2123,213,62.66,Werder Bremen,indirect,52.33,46.49,edge box,second ball,False,False,False,251401.0,28.9,10.3
2131,214,74.02,Salernitana,layoff,43.17,36.42,near post,no outcome,False,False,False,257228.0,96.25,24.92
2132,214,56.38,Salernitana,cross,73.86,8.59,near post,shot,True,False,False,206414.0,21.63,10.12
2133,214,62.1,Salernitana,layoff,67.7,32.39,penalty spot,shot,True,False,False,230389.0,10.5,2.71
2134,214,54.21,SPAL,indirect,8.28,25.23,penalty spot,no outcome,False,False,False,239322.0,62.14,7.31
2141,215,2.31,Rapid Vienna,cross,82.75,29.08,edge box,clearance,False,True,False,248695.0,79.77,33.15
2142,215,53.26,FC Augsburg,indirect,19.07,11.69,edge box,clearance,False,True,False,235735.0,86.49,24.64
2143,215,22.65,FC Augsburg,cross,58.18,29.45,near post,shot,True,False,False,248384.0,59.24,43.75
2151,216,8.82,Borussia Mönchengladbach,layoff,31.86,13.91,near post,clearance,False,True,False,180930.0,87.7,40.82
2152,216,6.24,Borussia Mönchengladbach,layoff,98.12,28.0,near post,clearance,False,True,False,244206.0,86.66,44.65
2153,216,87.75,Borussia Mönchengladbach,layoff,75.13,18.55,penalty spot,clearance,False,True,False,244082.0,29.52,2.72
2161,217,4.5,PFC CSKA Moscow,indirect,53.18,21.82,far post,shot,True,False,False,244363.0,51.5,11.29
2171,218,5.04,Empoli,layoff,15.86,15.66,penalty spot,clearance,False,True,False,266069.0,97.73,26.54
2172,218,1.81,Orlando Pirates,direct,55.07,1.59,edge box,clearance,False,True,False,229487.0,81.12,33.66
2173,218,2.3,Orlando Pirates,indirect,60.46,14.4,penalty spot,shot,True,False,False,205498.0,38.59,38.13
2174,218,73.95,Empoli,cross,82.86,47.9,penalty spot,no outcome,False,False,False,197837.0,9.71,45.96
2175,218,89.67,Orlando Pirates,direct,72.26,23.38,far post,goal,True,False,True,230202.0,23.98,13.71
2181,219,80.79,VfL Wolfsburg,layoff,4.47,19.96,penalty spot,clearance,False,True,False,234777.0,62.25,7.68
2182,219,14.55,Avaí,cross,31.7,10.39,near post,no outcome,False,False,False,230317.0,20.64,43.7
2183,219,2.97,VfL Wolfsburg,indirect,47.71,7.82,far post,goal,True,False,True,183220.0,90.7,18.65
2191,220,8.63,SPAL,indirect,1.17,14.39,far post,second ball,False,False,False,201024.0,24.83,40.68
2192,220,63.98,FC Bayern München,layoff,72.64,38.67,penalty spot,second ball,False,False,False,176266.0,56.01,26.77
2193,220,54.51,SPAL,indirect,31.05,20.82,near post,clearance,False,True,False,230530.0,2.34,6.7
2201,221,71.13,Coritiba,cross,90.13,32.78,edge box,clearance,False,True,False,251223.0,49.76,5.76
2202,221,30.58,SC Rheindorf Altach,indirect,63.41,32.2,edge box,goal,True,False,True,238160.0,3.46,41.6
2211,222,51.55,Werder Bremen,layoff,59.39,11.19,near post,clearance,False,True,False,244717.0,73.38,22.2
2221,223,66.78,Club Athletico Paranaense,direct,80.84,22.77,edge box,goal,True,False,True,230469.0,26.18,42.78
2222,223,43.62,Club Athletico Paranaense,indirect,89.8,33.42,penalty spot,no outcome,False,False,False,224232.0,65.91,13.71
2223,223,52.52,Club Athletico Paranaense,layoff,64.45,4.94,penalty spot,clearance,False,True,False,237329.0,8.55,4.12
2231,224,87.68,Juventus,layoff,18.08,38.67,edge box,no outcome,False,False,False,259721.0,27.56,47.22
2232,224,11.01,Hartberg,cross,24.36,23.04,far post,shot,True,False,False,235673.0,61.33,29.45
2233,224,82.47,Hartberg,indirect,91.31,27.85,near post,shot,True,False,False,236167.0,57.87,30.65
2234,224,48.14,Juventus,indirect,83.57,43.45,near post,clearance,False,True,False,193260.0,26.77,19.66
2235,224,87.27,Juventus,layoff,60.84,35.14,penalty spot,goal,True,False,True,259014.0,72.03,24.71
2241,225,52.5,VfL Wolfsburg,layoff,58.21,1.08,near post,shot,True,False,False,210881.0,90.15,10.92
2251,226,72.07,SK Rapid Wien,layoff,25.4,46.23,edge box,shot,True,False,False,239807.0,43.74,22.44
2252,226,29.9,SK Rapid Wien,layoff,87.26,42.16,far post,clearance,False,True,False,232999.0,57.54,29.8
2261,227,37.86,Shakhtar Donetsk,indirect,20.49,33.1,far post,shot,True,False,False,257170.0,0.11,1.48
2262,227,1.95,Shakhtar Donetsk,layoff,15.33,9.36,far post,clearance,False,True,False,252573.0,2.48,8.1
2263,227,25.2,1. FC Union Berlin,direct,4.1,11.96,penalty spot,shot,True,False,False,234102.0,46.01,44.76
2264,227,39.73,1. FC Union Berlin,indirect,50.2,7.49,edge box,shot,True,False,False,230343.0,81.03,23.74
2271,228,8.07,U.C. Sampdoria,indirect,38.36,19.04,far post,second ball,False,False,False,205089.0,62.41,9.38
2272,228,44.63,U.C. Sampdoria,direct,67.78,19.03,near post,shot,True,False,False,189690.0,12.87,5.56
2273,228,11.37,U.C. Sampdoria,layoff,76.1,15.19,penalty spot,clearance,False,True,False,238656.0,13.13,12.66
2274,228,32.45,Sassuolo,direct,93.0,34.74,near post,second ball,False,False,False,250961.0,23.28,12.42
2275,228,62.02,Sassuolo,cross,44.52,30.64,edge box,shot,True,False,False,257149.0,62.75,24.83
2281,229,56.57,Benevento,cross,48.76,18.47,edge box,second ball,False,False,False,260968.0,50.17,49.99
2291,230,15.48,Brescia,direct,38.13,35.39,penalty spot,clearance,False,True,False,257170.0,28.26,42.87
2292,230,55.7,Brescia,cross,51.1,38.24,near post,second ball,False,False,False,198617.0,77.16,29.39
2293,230,42.2,Kaizer Chiefs,cross,14.05,40.27,edge box,clearance,False,True,False,229909.0,10.61,35.66
2294,230,39.41,Kaizer Chiefs,cross,25.1,8.97,edge box,second ball,False,False,False,230196.0,63.08,6.16
2295,230,17.74,Kaizer Chiefs,cross,60.65,25.03,edge box,second ball,False,False,False,260930.0,85.09,49.38
2301,231,26.17,Bragantino,layoff,20.36,16.91,penalty spot,clearance,False,True,False,237161.0,5.61,14.37
2302,231,17.13,Bragantino,cross,68.54,42.29,penalty spot,clearance,False,True,False,241689.0,67.93,40.64
2303,231,71.68,Fortaleza,layoff,9.45,33.76,near post,second ball,False,False,False,236378.0,4.42,32.54
2311,232,39.52,RZ Pellets Wolfsberger AC,cross,14.09,5.27,edge box,shot,True,False,False,232639.0,99.04,48.7
2312,232,79.36,RZ Pellets Wolfsberger AC,cross,70.81,25.12,near post,clearance,False,True,False,218243.0,23.25,31.9
2313,232,49.12,Crystal Palace,layoff,46.33,24.39,penalty spot,clearance,False,True,False,209297.0,41.62,5.28
2321,233,13.71,Burnley,cross,15.31,42.92,far post,clearance,False,True,False,172553.0,76.79,49.47
2322,233,66.73,Botafogo,indirect,97.46,28.28,penalty spot,second ball,False,False,False,232756.0,13.05,42.98
2323,233,62.42,Botafogo,direct,36.39,8.78,edge box,clearance,False,True,False,204082.0,85.9,40.73
2324,233,57.0,Burnley,direct,66.41,13.76,penalty spot,clearance,False,True,False,245940.0,81.2,35.9
2325,233,65.15,Botafogo,cross,79.71,27.24,far post,shot,True,False,False,212626.0,44.89,38.45
2331,234,60.82,Cruzeiro,indirect,49.76,2.01,penalty spot,no outcome,False,False,False,189242.0,35.23,45.64
2332,234,78.19,Cruzeiro,indirect,32.51,6.41,far post,clearance,False,True,False,152107.0,95.9,30.61
2341,235,68.79,West Bromwich Albion,layoff,10.05,37.32,edge box,clearance,False,True,False,232244.0,81.15,5.64
2342,235,84.66,West Bromwich Albion,direct,36.97,16.53,far post,no outcome,False,False,False,201144.0,68.9,9.38
2343,235,47.17,West Bromwich Albion,layoff,52.78,18.39,penalty spot,clearance,False,True,False,254660.0,62.9,7.0
2351,236,24.61,Dynamo Kyiv,layoff,98.59,11.3,near post,shot,True,False,False,182836.0,75.38,28.11
2361,237,9.77,AFC Bournemouth,direct,70.24,33.05,edge box,clearance,False,True,False,199288.0,73.9,27.29
2362,237,54.57,SC Paderborn 07,cross,8.07,31.37,penalty spot,shot,True,False,False,239015.0,5.87,18.39
2363,237,40.77,SC Paderborn 07,direct,37.36,1.31,near post,clearance,False,True,False,231108.0,58.04,2.3
2364,237,29.11,SC Paderborn 07,indirect,46.33,30.4,far post,second ball,False,False,False,229508.0,36.12,29.76
2371,238,41.89,SV Werder Bremen,direct,14.2,6.01,far post,second ball,False,False,False,164468.0,70.79,1.43
2372,238,74.74,SC Paderborn 07,indirect,10.66,9.07,edge box,clearance,False,True,False,190362.0,55.06,11.99
2373,238,54.73,SV Werder Bremen,indirect,70.26,0.19,edge box,shot,True,False,False,248569.0,28.99,5.19
2374,238,26.64,SV Werder Bremen,direct,98.31,24.88,edge box,clearance,False,True,False,240679.0,82.27,49.62
2375,238,29.74,SC Paderborn 07,layoff,38.31,47.49,penalty spot,clearance,False,True,False,189342.0,40.99,27.31
2381,239,63.78,FC Red Bull Salzburg,direct,72.35,45.61,edge box,clearance,False,True,False,221421.0,38.19,34.67
2382,239,63.6,FC Red Bull Salzburg,layoff,97.71,13.82,near post,goal,True,False,True,252134.0,79.38,38.75
2383,239,73.32,FC Red Bull Salzburg,layoff,29.09,8.68,far post,clearance,False,True,False,215449.0,10.01,37.42
2391,240,33.93,Bologna,layoff,0.62,36.81,penalty spot,second ball,False,False,False,266407.0,3.78,45.91
2392,240,68.38,Rheindorf Altach,layoff,23.03,34.17,edge box,clearance,False,True,False,204215.0,19.39,4.94
2393,240,48.48,Bologna,direct,28.47,21.13,near post,clearance,False,True,False,251852.0,20.29,45.53
2394,240,64.5,Bologna,indirect,79.42,30.84,far post,no outcome,False,False,False,230451.0,22.54,26.53
2401,241,44.56,Coritiba,direct,52.92,47.31,far post,second ball,False,False,False,230365.0,46.45,26.11
2411,242,42.38,Centro Sportivo Alagoano,indirect,2.13,2.04,edge box,goal,True,False,True,230290.0,25.94,40.47
2412,242,87.06,Santos,cross,75.99,35.97,far post,clearance,False,True,False,230218.0,35.85,25.46
2413,242,18.48,Santos,direct,95.6,5.62,near post,second ball,False,False,False,200215.0,77.97,6.44
2414,242,80.49,Centro Sportivo Alagoano,direct,35.02,25.1,edge box,goal,True,False,True,253003.0,37.81,39.23
2415,242,83.58,Centro Sportivo Alagoano,layoff,59.53,6.58,near post,no outcome,False,False,False,222096.0,85.05,4.23
2421,243,38.56,SC Freiburg,cross,32.49,44.6,near post,shot,True,False,False,219643.0,58.25,24.87
2422,243,38.98,Admira,direct,98.23,34.99,penalty spot,goal,True,False,True,244274.0,39.8,3.47
2423,243,69.94,Admira,layoff,3.74,27.56,far post,shot,True,False,False,186392.0,98.48,27.96
2431,244,46.08,Club Athletico Paranaense,cross,68.35,30.2,penalty spot,clearance,False,True,False,183711.0,68.72,43.7
2432,244,38.73,Club Athletico Paranaense,cross,12.72,32.98,near post,second ball,False,False,False,225189.0,57.44,9.02
2441,245,31.1,Sport-Club Freiburg,cross,76.77,16.48,far post,shot,True,False,False,230486.0,85.1,42.64
2451,246,30.07,Parma,layoff,24.04,9.68,far post,no outcome,False,False,False,179516.0,99.88,17.79
2452,246,60.62,Parma,layoff,83.84,43.18,edge box,goal,True,False,True,212188.0,13.86,17.39
2461,247,64.91,Internacional,cross,70.43,46.34,far post,clearance,False,True,False,182212.0,2.08,9.53
2462,247,48.4,Sassuolo,layoff,67.55,2.53,far post,shot,True,False,False,262242.0,40.08,46.58
2463,247,13.83,Internacional,cross,62.19,22.68,far post,clearance,False,True,False,199914.0,43.16,27.06
2464,247,39.07,Internacional,cross,46.79,9.02,far post,goal,True,False,True,190324.0,43.06,9.13
2471,248,7.34,AFC Bournemouth,cross,41.19,30.87,penalty spot,goal,True,False,True,202135.0,74.77,17.28
2472,248,2.52,AFC Bournemouth,cross,0.05,6.96,penalty spot,second ball,False,False,False,222724.0,40.25,17.04
2473,248,67.66,AFC Bournemouth,direct,42.67,38.25,penalty spot,goal,True,False,True,199042.0,33.44,10.8
2474,248,27.0,Mamelodi Sundowns,layoff,43.43,10.34,penalty spot,clearance,False,True,False,220493.0,34.97,37.08
2475,248,54.5,AFC Bournemouth,indirect,41.84,22.5,far post,clearance,False,True,False,190778.0,72.95,45.75
2481,249,37.44,West Bromwich Albion,cross,89.6,49.19,near post,clearance,False,True,False,252247.0,98.45,33.78
2482,249,84.29,Austria Wien,indirect,30.06,47.42,edge box,second ball,False,False,False,261641.0,75.98,28.85
2491,250,44.69,SV Werder Bremen,layoff,86.97,48.44,edge box,second ball,False,False,False,230371.0,8.16,31.27
2492,250,68.93,SV Werder Bremen,direct,18.4,0.17,near post,no outcome,False,False,False,192557.0,62.6,48.01
2493,250,12.32,Austria Klagenfurt,direct,72.74,37.08,edge box,goal,True,False,True,208528.0,35.37,18.6
2494,250,69.85,Austria Klagenfurt,layoff,91.66,15.66,near post,shot,True,False,False,239890.0,6.34,35.29
2495,250,11.74,SV Werder Bremen,layoff,22.12,6.95,far post,clearance,False,True,False,230192.0,85.08,44.18
2501,251,35.18,Crotone,layoff,40.84,44.05,penalty spot,clearance,False,True,False,200145.0,53.89,1.29
2502,251,51.38,Rheindorf Altach,direct,47.99,17.96,penalty spot,shot,True,False,False,222501.0,24.27,26.84
2503,251,31.95,Rheindorf Altach,indirect,24.63,11.67,near post,clearance,False,True,False,215247.0,77.61,22.76
2504,251,42.33,Crotone,cross,29.66,3.15,far post,shot,True,False,False,263464.0,72.28,20.22
2505,251,18.95,Crotone,indirect,33.52,22.69,penalty spot,goal,True,False,True,258513.0,74.93,33.46
2511,252,24.41,Chelsea,layoff,27.87,40.43,edge box,no outcome,False,False,False,201049.0,48.99,4.96
2512,252,38.9,Chelsea,indirect,46.86,33.03,near post,shot,True,False,False,236568.0,96.31,39.47
